Condition,Area,M_Mean,M_Min,M_Max,M_Int_Den,M_Raw_Int_Den,A_Mean,A_Min,A_Max,A_Int_Den,A_Raw_Int_Den,M_A_Ratio
RHO1 CON,19006,7480.688,5200,15920,142177952,142177952,15295.829,1744,65504,290712528,290712528,0.4890671829555626
RHO1 CON,15518,7951.559,4880,20336,123392288,123392288,22201.867,574,65535,344528566,344528566,0.3581482133912432
RHO1 CON,18332,7280.796,4608,19680,133471552,133471552,24431.112,3184,65504,447871152,447871152,0.29801328731987314
RHO1 CON,25662,7045.088,4352,15584,180791056,180791056,18223.869,2016,65504,467660928,467660928,0.38658574641861176
RHO1 CON,21407,8083.48,5168,22496,173043056,173043056,18863.365,1952,65504,403808064,403808064,0.4285279959328571
RHO1 CON,18346,8734.635,5184,25312,160245616,160245616,21530.716,1824,65504,395002512,395002512,0.4056825142275807
RHO1 CON,7570,7266.24,4640,14960,55005440,55005440,19572.693,525,65535,148165289,148165289,0.37124375271200544
RHO1 CON,10010,8663.824,4816,24096,86724880,86724880,32612.352,2864,65504,326449648,326449648,0.2656608146508415
RHO1 CON,17293,7768.907,3936,27888,134347712,134347712,21331.689,2288,65504,368888896,368888896,0.3641955871379899
RHO1 CON,17450,7908.395,5152,15296,138001488,138001488,18226.972,1712,65504,318060656,318060656,0.43388419096710085
RHO1 CON,16528,8318.548,5440,16688,137488960,137488960,17696.201,1776,65504,292482816,292482816,0.4700753568520159
RHO1 CON,21306,7457.968,4688,18848,158899456,158899456,19887.641,541,65535,423726089,423726089,0.37500516023997016
RHO1 CON,27075,7751.812,4480,19216,209880304,209880304,18852.237,2672,65504,510424304,510424304,0.411187913667752
RHO1 CON,13558,6755.708,4352,12800,91593888,91593888,12703.906,2176,55440,172239552,172239552,0.53178195745466
RHO1 CON,7216,8274.838,5024,64800,59711232,59711232,16931.355,1504,65504,122176656,122176656,0.48872863394571786
RHO1 CON,7635,7188.696,5040,11856,54885696,54885696,11141.96,1600,45680,85068864,85068864,0.6451913307891969
RHO1 CON,12609,6761.262,4592,12560,85252752,85252752,16474.734,174,65535,207729924,207729924,0.41040189176954234
RHO1 CON,10520,6974.447,4672,14736,73371184,73371184,19360.452,2944,65504,203671952,203671952,0.3602419509627151
RHO1 CON,16401,6703.703,4096,16320,109947440,109947440,13607.622,2208,60416,223178608,223178608,0.4926432406779084
RHO1 CON,21101,7024.434,4704,16144,148222592,148222592,15289.785,1344,65504,322629760,322629760,0.45942006378768574
RHO1 CON,18212,7329.028,4912,16336,133476256,133476256,14570.759,1536,65504,265362656,265362656,0.5029956229459289
RHO1 CON,9366,7676.406,4592,17648,71897216,71897216,20001.043,1474,65535,187329767,187329767,0.3838002848151469
RHO1 CON,14994,7448.734,5024,13680,111686320,111686320,27442.909,7040,65504,411478976,411478976,0.27142654592485077
RHO1 CON,12069,7612.609,4672,16416,91876576,91876576,27658.921,2560,65504,333815520,333815520,0.27523159706772365
RHO1 CON,5983,7656.624,5056,16112,45809584,45809584,14692.624,1792,65504,87905968,87905968,0.5211202573481769
RHO1 CON,14822,7926.046,4960,18976,117479856,117479856,8790.655,1456,65504,130295088,130295088,0.9016445304701413
RHO1 CON,9973,9056.76,5232,26192,90323072,90323072,28074.456,5325,65535,279986548,279986548,0.3225978804362229
RHO1 CON,25357,6907.083,4640,14624,175142896,175142896,22986.992,2592,65504,582881168,582881168,0.30047789636852007
RHO1 CON,14220,7988.402,4288,18224,113595072,113595072,22654.914,3344,65504,322152880,322152880,0.35261232949284205
RHO1 CON,20217,7643.551,4864,42624,154529680,154529680,23046.676,1600,65504,465934656,465934656,0.33165524607539937
RHO1 CON,11444,6871.504,4848,15152,78637488,78637488,12054.468,1184,65504,137951328,137951328,0.5700379311637809
RHO1 CON,4764,8163.634,5280,15376,38891552,38891552,20858.229,1741,65535,99368605,99368605,0.39138672799114443
RHO1 CON,8428,6804.399,4816,11424,57347472,57347472,21042.261,3408,65504,177344176,177344176,0.32336824450566415
RHO1 CON,10548,6883.992,4400,14544,72612352,72612352,15606.391,1952,65504,164616208,164616208,0.441100828500324
RHO1 CON,19335,7889.424,5376,15200,152542016,152542016,14965.342,1792,65504,289354880,289354880,0.5271796661913907
RHO1 CON,6709,7179.867,4864,20304,48169728,48169728,16611.327,1696,49776,111445392,111445392,0.4322271784788777
RHO1 CON,15020,7978.138,4928,39904,119831632,119831632,17078.188,691,65535,256514381,256514381,0.46715365822182076
RHO1 CON,12094,7149.908,4560,14688,86470992,86470992,20823.03,3232,65504,251833728,251833728,0.3433653987916264
RHO1 CON,7971,6543.364,4288,10688,52157152,52157152,18270.067,2288,65504,145630704,145630704,0.358146688788826
RHO1 CON,17104,8558.715,5808,17584,146388256,146388256,21859.079,2144,65504,373877680,373877680,0.3915405127544486
RHO1 CON,11694,7268.22,4848,15536,84994560,84994560,12436.75,1680,63760,145435360,145435360,0.5844147385772006
RHO1 CON,7674,9400.569,5520,22048,72139968,72139968,24031.155,2375,65535,184415086,184415086,0.39118257112485855
RHO1 CON,20810,8957.82,4560,20336,186412240,186412240,31080.163,4048,65504,646778192,646778192,0.2882166351572866
RHO1 CON,7230,6932.685,4656,12384,50123312,50123312,21242.959,2528,65504,153586592,153586592,0.3263521338999901
RHO1 CON,9033,8763.85,5936,18416,79163856,79163856,19136.668,2608,65504,172861520,172861520,0.4579611246848197
RHO1 CON,8521,6472.275,4528,14736,55150256,55150256,14231.567,1328,62048,121267184,121267184,0.45478301862331816
RHO1 CON,22595,9465.047,5104,22176,213862736,213862736,27792.678,907,65535,627975561,627975561,0.34055901342072903
RHO1 CON,14708,6578.655,4592,11920,96758864,96758864,18331.415,2736,65184,269618448,269618448,0.35887327846759237
RHO1 CON,9848,7315.404,4512,15312,72042096,72042096,18648.239,2320,65504,183647856,183647856,0.3922839041262824
RHO1 CON,11751,7864.71,5440,13648,92418208,92418208,15835.967,1744,65504,186088448,186088448,0.4966359174656022
RHO1 CON,9926,6397.835,4320,14160,63504912,63504912,11053.532,1136,54592,109717360,109717360,0.5788045848150619
RHO1 CON,21978,9364.729,5024,23328,205818016,205818016,23164.63,1358,65535,509112237,509112237,0.4042684471973003
RHO1 CON,14246,6571.39,4384,15472,93616016,93616016,15017.806,2640,65504,213943664,213943664,0.4375732380615384
RHO1 CON,11839,6786.542,4480,16320,80345872,80345872,22204.309,2368,65504,262876816,262876816,0.30564076549285996
RHO1 CON,9788,8109.767,5616,14016,79378400,79378400,19902.055,2896,65504,194801312,194801312,0.4074839005318797
RHO1 CON,20266,6497.52,4128,15600,131678736,131678736,13597.327,1312,65504,275563424,275563424,0.4778527426750861
RHO1 CON,11483,9674.78,5424,27856,111095504,111095504,28554.976,2691,65535,327896793,327896793,0.3388124017334142
RHO1 CON,24908,7276.926,4416,20752,181253680,181253680,20433.699,2448,65504,508962576,508962576,0.3561237737719441
RHO1 CON,16154,9340.031,4816,20560,150878864,150878864,36153.85,2896,65504,584029296,584029296,0.25834125549561116
RHO1 CON,9697,8379.106,5744,15888,81252192,81252192,25426.216,3072,65504,246558016,246558016,0.3295459300746914
RHO1 CON,8565,7454.952,5200,13168,63851664,63851664,16052.644,1904,65504,137490896,137490896,0.46440648655760386
RHO1 CON,8614,8750.339,5136,25872,75375424,75375424,22919.82,1524,65535,197431330,197431330,0.3817804415566963
RHO1 CON,11022,7407.731,4688,16416,81648016,81648016,15753.983,2672,65504,173640400,173640400,0.4702132152865723
RHO1 CON,4594,6507.845,4416,11776,29897040,29897040,13517.837,2240,65504,62100944,62100944,0.4814265033673657
RHO1 CON,32996,8115.807,5232,51936,267789184,267789184,13024.679,1776,65504,429762320,429762320,0.6231099438227997
RHO1 CON,10233,8068.095,5040,16688,82560816,82560816,18041.832,1632,65504,184622064,184622064,0.4471882345429223
RHO1 CON,21480,8644.699,5088,20304,185688128,185688128,22682.62,2358,65535,487222679,487222679,0.3811155413263548
RHO1 CON,5862,7294.564,4624,18752,42760736,42760736,16881.629,2976,65504,98960112,98960112,0.43210071729452176
RHO1 CON,11380,6667.14,4432,13568,75872048,75872048,12366.754,2080,65504,140733664,140733664,0.5391180256355063
RHO1 CON,5374,8146.376,5616,15712,43778624,43778624,11847.107,4000,65504,63666352,63666352,0.6876257638257172
RHO1 CON,7022,7578.247,5264,12688,53214448,53214448,18385.978,2016,65504,129106336,129106336,0.4121753545011313
RHO1 CON,6744,7780.963,5232,16704,52474816,52474816,12964.209,558,53283,87430624,87430624,0.600188025355037
RHO1 CON,9973,8116.917,4368,20480,80950016,80950016,17297.978,2256,56544,172512736,172512736,0.4692407979707224
RHO1 CON,46587,7077.016,4032,16528,329696944,329696944,22854.756,1936,65504,1064734528,1064734528,0.30965178538768906
RHO1 CON,10454,8084.942,5616,14448,84519984,84519984,17298.778,4176,65504,180841424,180841424,0.46737070098246253
RHO1 CON,8691,6811.348,4720,12256,59197424,59197424,10477.461,1840,43824,91059616,91059616,0.6500952854894902
RHO1 CON,4414,8274.443,5072,18672,36523392,36523392,18603.886,1408,51017,82117554,82117554,0.44476960351186845
RHO1 CON,12782,7788.707,4720,17424,99555248,99555248,25651.795,3856,65504,327881248,327881248,0.30363204602251037
RHO1 CON,10288,10492.678,4672,18624,107948672,107948672,37006.991,2336,65504,380727920,380727920,0.283532319609557
RHO1 CON,15119,6924.402,4864,13456,104690032,104690032,12589.015,1712,59056,190333312,190333312,0.5500352489849285
RHO1 CON,8498,7614.251,5312,17328,64705904,64705904,15894.302,1744,65504,135069776,135069776,0.47905538727023056
RHO1 CON,17964,11124.206,5120,22992,199835232,199835232,33850.444,1274,65535,608089371,608089371,0.32862806762593716
RHO1 CON,8331,6610.825,4576,14064,55074784,55074784,21510.125,3040,65504,179200848,179200848,0.30733549898013146
RHO1 CON,10310,6699.914,4528,11936,69076112,69076112,24241.125,3248,65504,249926000,249926000,0.2763862650763939
RHO1 CON,11007,6866.467,4960,18144,75579200,75579200,9597.241,1472,40832,105636832,105636832,0.7154626001368518
RHO1 CON,10079,8741.085,5328,22096,88101392,88101392,19705.014,2336,65504,198606832,198606832,0.44359699516072404
RHO1 CON,8233,8148.489,4864,20016,67086512,67086512,21175.108,1591,65535,174334663,174334663,0.38481451900977315
RHO1 CON,7616,7276.246,4848,14048,55415888,55415888,23883.662,3600,65504,181897968,181897968,0.30465370009004483
RHO1 CON,12154,6578.618,4496,12640,79956528,79956528,22636.24,2528,65504,275120864,275120864,0.2906232660547865
RHO1 CON,7338,7250.39,5216,11984,53203360,53203360,11789.963,1728,57504,86514752,86514752,0.6149629137937075
RHO1 CON,14317,7828.58,5504,15040,112081776,112081776,19949.871,4080,65504,285622304,285622304,0.3924125624671959
RHO1 CON,10067,8030.884,4800,14896,80846912,80846912,23256.525,674,65535,234123437,234123437,0.3453174539188464
RHO1 CON,10234,7763.532,4912,16896,79451984,79451984,26113.098,4800,65504,267241440,267241440,0.29730413449985904
RHO1 CON,11307,6695.323,4656,11504,75704016,75704016,17095.538,3104,65504,193299248,193299248,0.39164154997637396
RHO1 CON,13758,6890.138,4928,16240,94794512,94794512,10419.374,1600,49536,143349744,143349744,0.661281378324648
RHO1 CON,7644,7796.825,5440,13376,59598928,59598928,19869.266,2528,65504,151880672,151880672,0.392406292210291
RHO1 CON,12299,7013.072,4688,14480,86253776,86253776,13787.737,8,65535,169575382,169575382,0.5086456174787785
RHO1 CON,7680,6971.485,4592,17664,53541008,53541008,24209.727,2800,65504,185930704,185930704,0.28796214843727896
RHO1 CON,7343,7211.538,4816,19136,52954320,52954320,28803.506,2944,65504,211504144,211504144,0.25037014591209833
RHO1 CON,11409,7430.483,5184,14112,84774384,84774384,21172.408,2432,65504,241556000,241556000,0.35095124749154655
RHO1 CON,12543,8622.203,5344,31744,108148288,108148288,25056.596,2768,65504,314284880,314284880,0.3441091120278269
RHO1 CON,11309,7340.505,4656,15472,83013776,83013776,14509.736,91,65535,164090601,164090601,0.5059020370873736
RHO1 CON,10382,9011.537,5360,18368,93557776,93557776,41245.631,12224,65504,428212144,428212144,0.21848464386446168
RHO1 CON,6780,7112.415,4848,14128,48222176,48222176,24467.674,2864,65504,165890832,165890832,0.29068619272923124
RHO1 CON,16052,7448.193,4912,40560,119558400,119558400,13196.966,1520,65504,211837696,211837696,0.5643867688982452
RHO1 CON,6688,7157.928,4992,12768,47872224,47872224,19233.61,2160,65504,128634384,128634384,0.37215728092646155
RHO1 CON,12584,8186.441,5088,19888,103018176,103018176,21768.375,907,65535,273933236,273933236,0.37607037732490367
RHO1 CON,8981,7845.963,4848,29040,70464592,70464592,25511.725,2976,65504,229120800,229120800,0.30754341386166556
RHO1 CON,13100,7131.432,4848,14976,93421760,93421760,18405.403,2480,65504,241110784,241110784,0.38746405063773937
RHO1 CON,13009,7205.805,4912,12224,93740320,93740320,11292.661,1360,65504,146906224,146906224,0.6380962821783104
RHO1 CON,10106,8100.289,5104,65504,81861520,81861520,24159.028,1856,65504,244151136,244151136,0.33529035191316475
RHO1 CON,12322,7138.15,4592,18016,87956288,87956288,14070.283,124,65535,173374028,173374028,0.5073209970261436
RHO1 CON,7467,7659.817,4896,13792,57195856,57195856,26210.314,3344,65504,195712416,195712416,0.2922443813530811
RHO1 CON,8092,7319.013,4848,14816,59225456,59225456,19119.102,2384,64624,154711776,154711776,0.38281154627450603
RHO1 CON,7833,7814.128,5504,15264,61208064,61208064,11207.915,1712,60864,87791600,87791600,0.697197293162912
RHO1 CON,19715,8211.746,5104,18144,161894576,161894576,22474.675,1648,65504,443088208,443088208,0.36537774183608884
RHO1 CON,9207,7091.519,4592,21440,65291616,65291616,13455.855,624,65535,123888055,123888055,0.5270210625783349
RHO1 CON,11743,7099.848,4944,13248,83373520,83373520,16138.679,2752,65504,189516512,189516512,0.43992745626826085
RHO1 CON,8537,6883.574,4880,12928,58765072,58765072,19096.844,2464,65504,163029760,163029760,0.3604561046841038
RHO1 CON,10770,7720.027,5504,15984,83144688,83144688,16609.57,2112,65504,178885072,178885072,0.4647939109802361
RHO1 CON,15216,7949.478,5056,20672,120959264,120959264,16774.831,1936,65504,255245824,255245824,0.4738931796093803
RHO1 CON,8013,9890.003,4800,26304,79248592,79248592,21152.494,1025,65535,169494937,169494937,0.46755730080812224
RHO1 CON,8641,7165.691,4992,16704,61918736,61918736,15243.634,3200,44944,131720240,131720240,0.47007760747863664
RHO1 CON,8940,7343.617,5040,12944,65651936,65651936,24494.126,3440,65504,218977488,218977488,0.2998113506887325
RHO1 CON,7661,8843.088,5904,16256,67746896,67746896,15292.226,2208,65504,117153744,117153744,0.5782734312192351
RHO1 CON,22083,8107.205,5040,16528,179031408,179031408,24727.124,1776,65504,546049088,546049088,0.3278668801110877
RHO1 CON,11239,7775.335,5104,15008,87386992,87386992,22528.656,1441,65535,253199567,253199567,0.3451308857483554
RHO1 CON,12680,7603.417,4896,18672,96411328,96411328,22226.834,3296,65504,281836256,281836256,0.3420827725622102
RHO1 CON,6533,6901.665,4608,10976,45088576,45088576,17445.17,2688,65504,113969296,113969296,0.3956203923492864
RHO1 CON,10284,7394.371,5184,14272,76043712,76043712,13417.242,1840,60560,137982912,137982912,0.5511096095605937
RHO1 CON,14503,12548.952,5136,35024,181997456,181997456,42457.124,2720,65504,615755664,615755664,0.2955676413692081
RHO1 CON,9514,7482.38,4992,17184,71187360,71187360,16099.391,891,65535,153169602,153169602,0.46476167949458463
RHO1 CON,16561,7393.909,4704,15808,122450528,122450528,20368.578,2672,65504,337324016,337324016,0.3630056550830401
RHO1 CON,8803,7121.509,4896,14416,62690640,62690640,27991.805,3232,65504,246411856,246411856,0.2544140686890324
RHO1 CON,11165,7719.803,5120,13312,86191600,86191600,22202.516,1696,65504,247891088,247891088,0.34769946793417467
RHO1 CON,13812,6880.003,3552,13984,95026608,95026608,14764.288,1728,65504,203924352,203924352,0.4659894876068524
RHO1 CON,8629,9136.788,5568,19616,78841344,78841344,28160.132,1591,65535,242993783,242993783,0.324458280238175
RHO1 CON,14363,8004.876,5200,14368,114974032,114974032,22591.371,3136,65504,324479856,324479856,0.35433334258465327
RHO1 CON,16187,6931.695,4720,14768,112203344,112203344,22709.216,2464,65504,367594080,367594080,0.305237089646776
RHO1 CON,10349,8083.947,5440,20544,83660768,83660768,18591.358,2608,65504,192401968,192401968,0.43482283542708394
RHO1 CON,7569,6338.38,4160,14048,47975200,47975200,6189.734,1296,39840,46850096,46850096,1.0240149253586663
RHO1 CON,13019,8096.049,5104,19952,105402464,105402464,19932.781,1174,65535,259504877,259504877,0.4061675588569402
RHO1 CON,12763,8491.733,4704,21168,108379984,108379984,23089.578,3120,65504,294692288,294692288,0.3677734170802082
RHO1 CON,6041,6834.715,4864,10448,41288512,41288512,18917.048,3504,65504,114277888,114277888,0.36129923654050045
RHO1 CON,6040,7913.301,5248,14192,47796336,47796336,13370.458,1664,65504,80757568,80757568,0.5918496584036239
RHO1 CON,9393,5940.494,4288,10704,55799056,55799056,6320.126,1312,37824,59364944,59364944,0.9399328431110392
RHO1 CON,10164,8965.916,5344,19328,91129568,91129568,29570.38,2941,65535,300553341,300553341,0.3032059784148868
RHO1 CON,13867,8553.562,4560,16688,118612240,118612240,28256.988,3552,65504,391839648,391839648,0.30270607751965634
RHO1 CON,4690,7085.203,4896,13632,33229600,33229600,19042.678,6992,65504,89310160,89310160,0.3720696742338447
RHO1 CON,20407,8023.75,5088,19184,163740672,163740672,16737.083,1632,65504,341553648,341553648,0.4793995465040115
RHO1 CON,5995,7451.119,4864,16240,44669456,44669456,14884.588,1504,65504,89233104,89233104,0.500592895147652
RHO1 CON,9974,8155.168,5248,16912,81339648,81339648,22740.755,1858,65535,226816289,226816289,0.3586146546145895
RHO1 CON,18181,7177.475,4480,17072,130493680,130493680,19797.883,2528,65504,359945312,359945312,0.36253749959023396
RHO1 CON,7471,7025.354,4672,14224,52486416,52486416,23485.672,2528,65504,175461456,175461456,0.29913361644495423
RHO1 CON,11254,7499.391,4880,14144,84398144,84398144,14335.077,1840,65504,161326960,161326960,0.5231496838140458
RHO1 CON,7382,7402.367,4864,16432,54644272,54644272,12655.231,1376,65504,93420912,93420912,0.5849254746910586
RHO1 CON,18386,7558.443,4816,22992,138969536,138969536,11497.395,308,65535,211391103,211391103,0.6574048295287759
RHO1 CON,8204,7101.66,4704,20944,58262016,58262016,16442.561,2864,65504,134894768,134894768,0.4319071706652023
RHO1 CON,7471,8138.969,4608,20544,60806240,60806240,27137.034,2496,65504,202740784,202740784,0.29992109675655787
RHO1 CON,8229,6943.09,4880,12560,57134688,57134688,14333.566,1648,65504,117950912,117950912,0.48439376495702463
RHO1 CON,19004,7184.221,4752,65504,136528944,136528944,11300.341,1440,65504,214751680,214751680,0.6357525848113786
RHO1 CON,13820,8687.674,4960,23520,120063648,120063648,18915.436,324,65535,261411330,261411330,0.4592901797241153
RHO1 CON,13409,7670.86,4368,21376,102858560,102858560,15456.421,2384,65504,207255152,207255152,0.49628953559171296
RHO1 CON,9554,7038.583,4832,13120,67246624,67246624,21595.113,2432,65504,206319712,206319712,0.3259340666566551
RHO1 CON,10586,7807.636,5168,14256,82651632,82651632,16340.025,1840,65504,172975504,172975504,0.4778227695490062
RHO1 CON,11030,9906.04,5088,65504,109263616,109263616,9281.068,1488,65504,102370176,102370176,1.0673383709719615
RHO1 CON,9269,8552.039,4960,36480,79268848,79268848,22022.531,91,65535,204126842,204126842,0.38833134120687585
RHO1 CON,16959,6151.291,4320,14864,104319744,104319744,14713.307,2048,65504,249522976,249522976,0.41807671110240546
RHO1 CON,14763,7466.516,4880,13728,110228176,110228176,22422.34,3952,65504,331021008,331021008,0.33299450458783514
RHO1 CON,8626,8237.537,5472,16832,71056992,71056992,13678.705,2112,65504,117992512,117992512,0.6022161454611383
RHO1 CON,8773,7571.941,5136,12816,66428640,66428640,15628.438,2288,65504,137108288,137108288,0.4844976190198918
RHO1 CON,16196,12034.573,5552,35472,194911952,194911952,40552.747,4741,65535,656792298,656792298,0.2967634473689291
RHO1 CON,10453,9206.153,4832,20784,96231920,96231920,14558.394,2848,65504,152178896,152178896,0.6323604787725899
RHO1 CON,9054,9008.654,4880,27888,81564352,81564352,31530.387,4176,65504,285476128,285476128,0.28571339768205195
RHO1 CON,16642,8759.671,5744,19392,145778448,145778448,20989.983,2032,65504,349315296,349315296,0.41732625509987314
RHO1 CON,14541,8337.679,5456,65504,121238192,121238192,21035.211,2304,65504,305873008,305873008,0.3963677378848256
RHO1 CON,8300,10642.527,5312,23680,88332976,88332976,29571.143,1291,65535,245440486,245440486,0.35989569290574935
RHO1 CON,10909,7060.476,4672,20608,77022736,77022736,12166.494,2640,65504,132724288,132724288,0.5803213316835565
RHO1 CON,8394,7116.651,4704,12736,59737168,59737168,22569.674,3216,65504,189449840,189449840,0.3153191756336401
RHO1 CON,8843,8843.003,5664,19872,78198672,78198672,22904.477,2368,65504,202544288,202544288,0.3860818563986421
RHO1 CON,18517,9426.329,5072,21744,174547328,174547328,18706.658,1472,65504,346391184,346391184,0.5039023539105703
RHO1 CON,5981,15318.685,6032,22368,91621056,91621056,55508.871,12659,65535,331998558,331998558,0.2759682321767993
RHO1 CON,9806,7381.973,4928,15056,72387632,72387632,17986.013,3088,65504,176370848,176370848,0.41042853688585684
RHO1 CON,5480,7258.236,4544,14320,39775136,39775136,17871.162,2352,65504,97933968,97933968,0.40614236500122375
RHO1 CON,10053,8917.036,5168,17504,89642960,89642960,26170.246,2192,65504,263089488,263089488,0.3407318372169677
RHO1 CON,15423,9851.952,5344,25280,151946656,151946656,20941.166,2816,65504,322975600,322975600,0.47045861725178045
RHO1 CON,17693,9913.097,5344,26160,175392432,175392432,28964.95,2641,65535,512476855,512476855,0.3422445749086396
RHO1 CON,14405,11160.473,4480,21584,160766608,160766608,43238.193,9536,65504,622846176,622846176,0.25811608269568526
RHO1 CON,10248,6444.489,4480,10544,66043120,66043120,19968.27,3568,65504,204634832,204634832,0.32273647141189493
RHO1 CON,10326,7074.011,5088,11616,73046240,73046240,17333.561,1808,65504,178986352,178986352,0.4081106588542308
RHO1 CON,13633,7512.139,4880,21264,102412992,102412992,12059.254,1584,65504,164403808,164403808,0.622935631010011
RHO1 CON,7840,7838.51,5280,15008,61453920,61453920,18538.023,1025,65535,145338100,145338100,0.4228341932686134
RHO1 CON,11530,7673.163,4992,14352,88471568,88471568,23889.69,3088,65504,275448128,275448128,0.3211914009767393
RHO1 CON,12145,7206.948,4624,15264,87528384,87528384,24245.899,2336,65504,294466448,294466448,0.2972439999028289
RHO1 CON,12119,7713.877,4944,14928,93484480,93484480,19073.571,2080,57776,231152608,231152608,0.4044275191048389
RHO1 CON,6941,7782.457,5024,12832,54018032,54018032,20385.547,1840,65504,141496080,141496080,0.38176346212343487
RHO1 CON,15653,8288.869,5296,17184,129745664,129745664,21763.905,2708,65535,340670403,340670403,0.38085394142273643
RHO1 CON,11556,9363.788,5424,17952,108207936,108207936,29110.092,4256,65504,336396224,336396224,0.32166810053365685
RHO1 CON,10044,7311.685,4864,16992,73438560,73438560,28973.075,2816,65504,291005568,291005568,0.25236137344758885
RHO1 CON,10977,7476.691,5376,13200,82071632,82071632,17209.142,2592,65504,188904752,188904752,0.4344604164460959
RHO1 CON,4563,7608.272,5072,16576,34716544,34716544,12435.57,1600,41280,56743504,56743504,0.6118153007863733
RHO1 CON,12991,12431.736,5424,36912,161500688,161500688,36051.829,3274,65535,468349317,468349317,0.3448295508114166
RHO1 CON,7716,7596.319,4848,15696,58613200,58613200,27843.635,3040,65504,214841488,214841488,0.27282066439960156
RHO1 CON,13265,7041.324,4512,18080,93403168,93403168,19327.314,2288,65504,256376816,256376816,0.3643198428917748
RHO1 CON,6874,7823.681,5520,13472,53779984,53779984,15034.619,2000,65504,103347968,103347968,0.5203777362100097
RHO1 CON,8530,8002.015,5312,15248,68257184,68257184,19565.618,2176,65504,166894720,166894720,0.4089835036133283
RHO1 CON,34700,8961.145,5072,48928,310951728,310951728,21321.083,808,65535,739841589,739841589,0.4202950197229663
RHO1 CON,17379,7323.195,4560,18272,127269808,127269808,18227.521,2432,65504,316776096,316776096,0.40176582432685165
RHO1 CON,8917,7949.027,5360,13264,70881472,70881472,21592.143,2128,65504,192537136,192537136,0.36814442179268636
RHO1 CON,15696,9476.228,6480,18272,148738880,148738880,22808.453,2704,65504,358001472,358001472,0.41547000140693446
RHO1 CON,7439,7056.004,4736,11488,52489616,52489616,15595.181,558,65535,116012548,116012548,0.452447714457434
RHO1 CON,14719,7770.457,4656,18576,114373360,114373360,30204.256,3872,65504,444576448,444576448,0.2572636452293346
RHO1 CON,7311,6950.298,4880,11392,50813632,50813632,16014.085,1952,65504,117078976,117078976,0.4340115591992924
RHO1 CON,7990,7362.89,4608,14096,58829488,58829488,21812.117,2112,65504,174278816,174278816,0.33755962339648193
RHO1 CON,19305,8241.539,4912,19248,159102912,159102912,13204.123,558,65535,254905595,254905595,0.6241640584535604
RHO1 CON,17548,7840.953,4512,17792,137593040,137593040,18161.873,2336,65504,318704544,318704544,0.4317260119592291
RHO1 CON,9142,7079.31,4832,12240,64719056,64719056,18179.462,2272,65504,166196640,166196640,0.3894125139676851
RHO1 CON,8715,7642.5,4592,13872,66604384,66604384,27753.251,2768,65504,241869584,241869584,0.2753731445732249
RHO1 CON,8237,8614.925,4384,30432,70961136,70961136,13970.544,441,60719,115075368,115075368,0.6166492156640428
RHO1 CON,11368,6802.467,4624,19200,77330448,77330448,15042.532,1936,65504,171003504,171003504,0.4522155578595412
RHO1 CON,17135,7367.227,4800,14160,126237440,126237440,17995.906,2352,60768,308359856,308359856,0.40938350089181397
RHO1 CON,7755,8354.891,5104,15760,64792176,64792176,29797.245,7200,65504,231077632,231077632,0.28039139188874673
RHO1 CON,5347,7545.399,4944,34640,40345248,40345248,25118.221,1491,65535,134307129,134307129,0.3003954380367941
RHO1 CON,8297,7918.658,4192,19008,65701104,65701104,14761.297,2064,65504,122474480,122474480,0.536447305409545
RHO1 CON,8129,6969.544,4400,12896,56655424,56655424,20341.997,2304,65504,165360096,165360096,0.3426184754623649
RHO1 CON,15353,11851.464,5440,37936,181955520,181955520,26902.379,2544,65504,413032224,413032224,0.440535909482206
RHO1 CON,5834,8993.146,5040,16304,52466016,52466016,27552.179,574,65535,160739410,160739410,0.3264041657104507
RHO1 CON,20819,9351.017,5104,19456,194678832,194678832,29935.399,6848,65504,623225072,623225072,0.31237322074778423
RHO1 CON,7768,6690.542,4544,11856,51972128,51972128,19358.954,1856,65504,150380352,150380352,0.34560451974832934
RHO1 CON,24784,9840.91,5072,43952,243897120,243897120,21136.165,1632,65504,523838704,523838704,0.4655958164596084
RHO1 CON,14223,10438.832,5440,20656,148471504,148471504,23805.309,1007,65535,338582912,338582912,0.4385085696640191
RHO1 CON,9008,7902.172,4992,14464,71182768,71182768,31178.197,3664,65504,280853200,280853200,0.25345185932335984
RHO1 CON,10936,7396.837,4752,16672,80891808,80891808,20597.345,1584,65504,225252560,225252560,0.35911604141213344
RHO1 CON,8840,9314.157,5696,24016,82337152,82337152,20904.127,2592,65504,184792480,184792480,0.44556546178656486
RHO1 CON,9964,7844.291,4864,19648,78160512,78160512,23229.466,3680,65504,231458400,231458400,0.3376870996517957
RHO1 CON,10858,7221.116,4544,23328,78406880,78406880,21204.029,1552,65504,230233344,230233344,0.3405539579294105
RHO1 CON,9798,8744.536,5056,33568,85678960,85678960,20305.659,2624,65504,198954848,198954848,0.43064526987279755
RHO1 CON,5765,7742.798,4688,19008,44637232,44637232,27379.775,2704,65504,157844400,157844400,0.2827926087778296
RHO1 CON,14221,6777.348,4560,11712,96380672,96380672,7530.574,1312,30352,107092288,107092288,0.8999776112684107
RHO1 CON,11569,8922.97,4720,25376,103229840,103229840,21066.522,1760,65504,243718592,243718592,0.42356161116676017
